Active,For Launch,System,Item ID,Category,Item Name,Name Translation,Description Translation,Rarity,Icon ID,Collection,Coin Price,Premium Price,Dollar Price,Override,Source,Gearbox Pool,In Daily,In Weekly,In Static,Status,Description
TRUE,TRUE,Cosmetic,wardrobe_hat_disguise,Hat,Disguise,wardrobe_hat_disguise.name,wardrobe_hat_disguise.desc,Uncommon,mcc:island_cosmetics.hat.disguise,,"1,406",75, $ 1.50 ,---,parts,parkourTag,TRUE,TRUE,FALSE,In Progress,"Classic glasses, nose and moustached disguise. Groucho Marx. [Who are you?]"
TRUE,TRUE,Cosmetic,wardrobe_hat_egg_yolk,Hat,Egg Yolk,wardrobe_hat_egg_yolk.name,wardrobe_hat_egg_yolk.desc,Common,mcc:island_cosmetics.hat.egg_yolk,,938,50, $ 1.00 ,---,accessoryStore,tgttos,TRUE,TRUE,FALSE,Complete,[For when you just.. crack]
TRUE,TRUE,Cosmetic,wardrobe_hat_eyeball,Hat,Eyeball,wardrobe_hat_eyeball.name,wardrobe_hat_eyeball.desc,Epic,mcc:island_cosmetics.hat.eyeball,,"8,438",300, $ 6.00 ,---,parts,parkourTag,TRUE,TRUE,FALSE,Complete,[I spy with my colossal eye..]
TRUE,TRUE,Cosmetic,wardrobe_hat_fancy_hat,Hat,Fancy Hat,wardrobe_hat_fancy_hat.name,wardrobe_hat_fancy_hat.desc,Uncommon,mcc:island_cosmetics.hat.fancy_hat,Epiclandlord's Legendary Arsenal,"1,406",75, $ 1.50 ,---,accessoryStore,aceRace,TRUE,TRUE,FALSE,Complete,A purple wide-brim hat with an orange feather. [Perfect for when you mean to impress.]
TRUE,TRUE,Cosmetic,wardrobe_hat_fez,Hat,Fez,wardrobe_hat_fez.name,wardrobe_hat_fez.desc,Common,mcc:island_cosmetics.hat.fez,,938,50, $ 1.00 ,---,accessoryStore,genericB,TRUE,TRUE,FALSE,In Progress,[Fezzes are cool.]
,,Cosmetic,,Hat,Flower Wreath,,,Special,,---,---,---, --- ,No Currency,bundle,none,FALSE,FALSE,FALSE,None,A wreath of hawaiian flowers draped around the player's neck. Pretty pinks and blues. Given with a Welcome Bundle.
TRUE,TRUE,Cosmetic,wardrobe_hat_football_helmet,Hat,Football Helmet,wardrobe_hat_football_helmet.name,wardrobe_hat_football_helmet.desc,Uncommon,mcc:island_cosmetics.hat.football_helmet,,"1,406",75, $ 1.50 ,---,parts,battleBox,TRUE,TRUE,FALSE,None,Classic Football Helmet. [Blue! 24! Hike!]
TRUE,TRUE,Cosmetic,wardrobe_hat_frog_bucket_hat,Hat,Frog Bucket Hat,wardrobe_hat_frog_bucket_hat.name,wardrobe_hat_frog_bucket_hat.desc,Uncommon,mcc:island_cosmetics.hat.frog_bucket_hat,,"1,406",75, $ 1.50 ,---,accessoryStore,tgttos,TRUE,TRUE,FALSE,Complete,[Ribbit!]
TRUE,TRUE,Cosmetic,wardrobe_hat_fruit_basket,Hat,Fruit Basket,wardrobe_hat_fruit_basket.name,wardrobe_hat_fruit_basket.desc,Uncommon,mcc:island_cosmetics.hat.fruit_basket,,"1,406",75, $ 1.50 ,---,accessoryStore,hitw,TRUE,TRUE,FALSE,None,[A champion can't be without a basket and a plethora of fruit!]
TRUE,TRUE,Cosmetic,wardrobe_hat_gaming_headphones,Hat,Gaming Headphones,wardrobe_hat_gaming_headphones.name,wardrobe_hat_gaming_headphones.desc,Uncommon,mcc:island_cosmetics.hat.gaming_headphones,,"1,406",75, $ 1.50 ,---,accessoryStore,genericA,TRUE,TRUE,FALSE,Complete,[Wearing these will *not* make you better at the game.]
,TRUE,Cosmetic,,Hat,Glasses,,,Common,,,938,50, $ 1.00 ,---,accessoryStore,genericA,TRUE,TRUE,FALSE,None,"A pair of normal, prescription spectacles."
TRUE,TRUE,Cosmetic,wardrobe_hat_goggles,Hat,Goggles,wardrobe_hat_goggles.name,wardrobe_hat_goggles.desc,Common,mcc:island_cosmetics.hat.goggles,,938,50, $ 1.00 ,---,parts,hitw,TRUE,FALSE,FALSE,Complete,[Perfect for mischief goblin welding!]
TRUE,TRUE,Cosmetic,wardrobe_hat_graduate,Hat,Graduate,wardrobe_hat_graduate.name,wardrobe_hat_graduate.desc,Uncommon,mcc:island_cosmetics.hat.graduate,,"1,406",75, $ 1.50 ,---,accessoryStore,genericB,TRUE,TRUE,FALSE,Complete,"A black, square hat with a golden tassal to one side. [Highschool is out!]"
TRUE,,Cosmetic,wardrobe_hat_green_geckos_goggles,Hat,Green Gecko Goggles,wardrobe_hat_green_geckos_goggles.name,wardrobe_hat_green_geckos_goggles.desc,Rare,mcc:island_cosmetics.hat.green_geckos_goggles,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"A green fish is stuck to your head! Its tail points behind you, and its mouth swallows the back of your head. Green Guardian Loyalty reward."
,,Cosmetic,,Hat,Green Gecko Helmet,,,Epic,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"Looks exactly like the Green Geckos logo, but a 3-dimensional helmet. Green Gecko Loyalty reward."
,TRUE,Cosmetic,,Hat,Green Geckos' Cap,,,Common,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,A green baseball cap. Green Guardian Loyalty reward.
TRUE,,Cosmetic,wardrobe_hat_green_geckos_crown,Hat,Green Geckos' Crown,wardrobe_hat_green_geckos_crown.name,wardrobe_hat_green_geckos_crown.desc,Legendary,mcc:island_cosmetics.hat.green_geckos_crown,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,
TRUE,TRUE,Cosmetic,wardrobe_hat_headphones,Hat,Headphones,wardrobe_hat_headphones.name,wardrobe_hat_headphones.desc,Common,mcc:island_cosmetics.hat.headphones,,938,50, $ 1.00 ,---,parts,genericC,TRUE,TRUE,FALSE,Complete,Basic Headphones [Pump up the volume to your heart's content!]
TRUE,TRUE,Cosmetic,wardrobe_hat_horned_viking_helmet,Hat,Horned Viking Helmet,wardrobe_hat_horned_viking_helmet.name,wardrobe_hat_horned_viking_helmet.desc,Uncommon,mcc:island_cosmetics.hat.horned_viking_helmet,,"1,406",75, $ 1.50 ,---,parts,skyBattle,TRUE,TRUE,FALSE,None,[Not Historically Accurate]
TRUE,TRUE,Cosmetic,wardrobe_hat_la_revolution,Hat,La Revolution,wardrobe_hat_la_revolution.name,wardrobe_hat_la_revolution.desc,Uncommon,mcc:island_cosmetics.hat.la_revolution,,"1,406",75, $ 1.50 ,---,accessoryStore,skyBattle,TRUE,TRUE,FALSE,Complete,"French army general hat like that of Napoleon. [Regarding popularity on MCC Island, stupidity is not a handicap.]"
TRUE,,Cosmetic,wardrobe_hat_lime_llamas_ears,Hat,Lime Llama Ears,wardrobe_hat_lime_llamas_ears.name,wardrobe_hat_lime_llamas_ears.desc,Rare,mcc:island_cosmetics.hat.lime_llamas_ears,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,Green fur around the player's neck area. Lime Llama Loyalty reward.
,,Cosmetic,,Hat,Lime Llama Helmet,,,Epic,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"Looks exactly like the Lime Llamas logo, but a 3-dimensional helmet. Lime Llama Loyalty reward."
,TRUE,Cosmetic,,Hat,Lime Llamas' Cap,,,Common,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,A lime baseball cap. Lime Llama Loyalty reward.
TRUE,,Cosmetic,wardrobe_hat_lime_llamas_crown,Hat,Lime Llamas' Crown,wardrobe_hat_lime_llamas_crown.name,wardrobe_hat_lime_llamas_crown.desc,Legendary,mcc:island_cosmetics.hat.lime_llamas_crown,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,
TRUE,TRUE,Cosmetic,wardrobe_hat_magicians_hat,Hat,Magician's Hat,wardrobe_hat_magicians_hat.name,wardrobe_hat_magicians_hat.desc,Uncommon,mcc:island_cosmetics.hat.magicians_hat,Mineshafts and Magic,"1,406",75, $ 1.50 ,---,accessoryStore,genericD,TRUE,TRUE,FALSE,Complete,A black magician's hat with a red stripe across the brim. [And now to make your coins disappear!]
TRUE,TRUE,Cosmetic,wardrobe_hat_mascot_bobblehead,Hat,Mascot Bobblehead,wardrobe_hat_mascot_bobblehead.name,wardrobe_hat_mascot_bobblehead.desc,Legendary,mcc:island_cosmetics.hat.mascot_bobblehead,MC Championship,"27,000",600, $ 12.00 ,---,parts,genericB,TRUE,TRUE,FALSE,Complete,[The Champion]
TRUE,TRUE,Cosmetic,wardrobe_hat_mobster_hat,Hat,Mobster Hat,wardrobe_hat_mobster_hat.name,wardrobe_hat_mobster_hat.desc,Common,mcc:island_cosmetics.hat.mobster_hat,,938,50, $ 1.00 ,---,accessoryStore,genericD,TRUE,TRUE,FALSE,Complete,A black fedora like that a gangster might wear. [This is a hat you can't refuse.]
TRUE,TRUE,Cosmetic,wardrobe_hat_night_vision,Hat,Night Vision Goggles,wardrobe_hat_night_vision.name,wardrobe_hat_night_vision.desc,Rare,mcc:island_cosmetics.hat.night_vision,,"3,656",150, $ 3.00 ,---,parts,parkourTag,TRUE,TRUE,FALSE,Complete,"[Fisher, do you copy?]"
TRUE,,Cosmetic,wardrobe_hat_orange_ocelots_ears,Hat,Orange Ocelot Ears,wardrobe_hat_orange_ocelots_ears.name,wardrobe_hat_orange_ocelots_ears.desc,Rare,mcc:island_cosmetics.hat.orange_ocelots_ears,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,Twin cat ears sprout from your head. [Nya!] Orange Ocelot Loyalty Reward
,,Cosmetic,,Hat,Orange Ocelot Helmet,,,Epic,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"Looks exactly like the Orange Ocelot logo, but a 3-dimensional helmet. Orange Ocelot Loyalty Reward"
,TRUE,Cosmetic,,Hat,Orange Ocelots' Cap,,,Common,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,An orange baseball cap. Orange Ocelot Loyalty Reward
TRUE,,Cosmetic,wardrobe_hat_orange_ocelots_crown,Hat,Orange Ocelots' Crown,wardrobe_hat_orange_ocelots_crown.name,wardrobe_hat_orange_ocelots_crown.desc,Legendary,mcc:island_cosmetics.hat.orange_ocelots_crown,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,
TRUE,TRUE,Cosmetic,wardrobe_hat_party_hat,Hat,Party Hat,wardrobe_hat_party_hat.name,wardrobe_hat_party_hat.desc,Common,mcc:island_cosmetics.hat.party_hat,,938,50, $ 1.00 ,---,parts,aceRace,TRUE,TRUE,FALSE,In Progress,"[Party like it's November, 2011!]"
TRUE,TRUE,Cosmetic,wardrobe_hat_pilot_hat,Hat,Pilot's Hat,wardrobe_hat_pilot_hat.name,wardrobe_hat_pilot_hat.desc,Uncommon,mcc:island_cosmetics.hat.pilot_hat,,"1,406",75, $ 1.50 ,---,accessoryStore,skyBattle,TRUE,TRUE,FALSE,None,[Ready to fly?]
TRUE,,Cosmetic,wardrobe_hat_pink_parrots_wings,Hat,Pink Parrot Wings,wardrobe_hat_pink_parrots_wings.name,wardrobe_hat_pink_parrots_wings.desc,Rare,mcc:island_cosmetics.hat.pink_parrots_wings,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,A pink rink of feathers surrounds your head. Pink Parrot Loyalty reward.
,,Cosmetic,,Hat,Pink Parrots Helmet,,,Epic,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"Looks exactly like the Pink Parrots logo, but a 3-dimensional helmet. Pink Parrot Loyalty reward."
,TRUE,Cosmetic,,Hat,Pink Parrots' Cap,,,Common,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,A pink baseball cap. Pink Parrot Loyalty reward.
TRUE,,Cosmetic,wardrobe_hat_pink_parrots_crown,Hat,Pink Parrots' Crown,wardrobe_hat_pink_parrots_crown.name,wardrobe_hat_pink_parrots_crown.desc,Legendary,mcc:island_cosmetics.hat.pink_parrots_crown,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,
TRUE,TRUE,Cosmetic,wardrobe_hat_pirate_hat,Hat,Pirate Hat,wardrobe_hat_pirate_hat.name,wardrobe_hat_pirate_hat.desc,Rare,mcc:island_cosmetics.hat.pirate_hat,,"3,656",150, $ 3.00 ,---,accessoryStore,skyBattle,TRUE,TRUE,FALSE,Complete,[Yar har fiddle dee dee!]
TRUE,,Cosmetic,wardrobe_hat_purple_pandas_ears,Hat,Purple Panda Ears,wardrobe_hat_purple_pandas_ears.name,wardrobe_hat_purple_pandas_ears.desc,Rare,mcc:island_cosmetics.hat.purple_pandas_ears,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,A woven basket helmet with purple panda ears sticking out of the top. Purple Panda Loyalty reward.
,,Cosmetic,,Hat,Purple Pandas Helmet,,,Epic,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"Looks exactly like the Purple Pandas logo, but a 3-dimensional helmet. Purple Panda Loyalty reward."
,TRUE,Cosmetic,,Hat,Purple Pandas' Cap,,,Common,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,A purple baseball cap. Purple Panda Loyalty reward.
TRUE,,Cosmetic,wardrobe_hat_purple_pandas_crown,Hat,Purple Pandas' Crown,wardrobe_hat_purple_pandas_crown.name,wardrobe_hat_purple_pandas_crown.desc,Legendary,mcc:island_cosmetics.hat.purple_pandas_crown,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,
TRUE,,Cosmetic,wardrobe_hat_red_rabbits_ears,Hat,Red Rabbit Ears,wardrobe_hat_red_rabbits_ears.name,wardrobe_hat_red_rabbits_ears.desc,Rare,mcc:island_cosmetics.hat.red_rabbits_ears,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,Twin red rabbit ears sprout from your head. Red Rabbit Loyalty reward.
,,Cosmetic,,Hat,Red Rabbit Helmet,,,Epic,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"Looks exactly like the Red Rabbit logo, but a 3-dimensional helmet. Red Rabbit Loyalty reward."
,TRUE,Cosmetic,,Hat,Red Rabbits' Cap,,,Common,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,A red baseball cap. Red Rabbit Loyalty reward.
TRUE,,Cosmetic,wardrobe_hat_red_rabbits_crown,Hat,Red Rabbits' Crown,wardrobe_hat_red_rabbits_crown.name,wardrobe_hat_red_rabbits_crown.desc,Legendary,mcc:island_cosmetics.hat.red_rabbits_crown,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,
TRUE,TRUE,Cosmetic,wardrobe_hat_sheriff,Hat,Sheriff,wardrobe_hat_sheriff.name,wardrobe_hat_sheriff.desc,Uncommon,mcc:island_cosmetics.hat.sheriff,,"1,406",75, $ 1.50 ,---,accessoryStore,genericB,TRUE,TRUE,FALSE,None,A brown cowboy hat. [There's a new hat in town.]
TRUE,TRUE,Cosmetic,wardrobe_hat_sombrero,Hat,Sombrero,wardrobe_hat_sombrero.name,wardrobe_hat_sombrero.desc,Common,mcc:island_cosmetics.hat.sombrero,,938,50, $ 1.00 ,---,accessoryStore,skyBattle,TRUE,TRUE,FALSE,Complete,A whide-brimmed straw hat with multiple tassals. [Mariachi flashbacks intensify.]
TRUE,TRUE,Cosmetic,wardrobe_hat_sprouted,Hat,Sprouted,wardrobe_hat_sprouted.name,wardrobe_hat_sprouted.desc,Common,mcc:island_cosmetics.hat.sprouted,,938,50, $ 1.00 ,---,accessoryStore,aceRace,TRUE,TRUE,FALSE,In Progress,[Needs plenty of sunlight]
TRUE,TRUE,Cosmetic,wardrobe_hat_sultan,Hat,Sultan,wardrobe_hat_sultan.name,wardrobe_hat_sultan.desc,Uncommon,mcc:island_cosmetics.hat.sultan,,"1,406",75, $ 1.50 ,---,accessoryStore,genericD,TRUE,TRUE,FALSE,None,A massive turban covered with gems. [Kingdom sold seperately]
TRUE,TRUE,Cosmetic,wardrobe_hat_sun_hat,Hat,Sun Hat,wardrobe_hat_sun_hat.name,wardrobe_hat_sun_hat.desc,Common,mcc:island_cosmetics.hat.sun_hat,,938,50, $ 1.00 ,---,accessoryStore,skyBattle,TRUE,TRUE,FALSE,Complete,A long brimmed hat for the summer. [Did somebody say beach episode?]
TRUE,TRUE,Cosmetic,wardrobe_hat_sun_visor,Hat,Sun Visor,wardrobe_hat_sun_visor.name,wardrobe_hat_sun_visor.desc,Common,mcc:island_cosmetics.hat.sun_visor,,938,50, $ 1.00 ,---,accessoryStore,skyBattle,TRUE,TRUE,FALSE,Complete,[Watch out for the sun!]
TRUE,TRUE,Cosmetic,wardrobe_hat_sunbrella,Hat,Sunbrella,wardrobe_hat_sunbrella.name,wardrobe_hat_sunbrella.desc,Uncommon,mcc:island_cosmetics.hat.sunbrella,,"1,406",75, $ 1.50 ,---,accessoryStore,tgttos,TRUE,TRUE,FALSE,None,An umbrella hat that protects the wearer from sun and rain! [Mom said not to leave home without an umbrella.]
TRUE,TRUE,Cosmetic,wardrobe_hat_texan_capitalist,Hat,Texan Capitalist,wardrobe_hat_texan_capitalist.name,wardrobe_hat_texan_capitalist.desc,Epic,mcc:island_cosmetics.hat.texan_capitalist,,"8,438",300, $ 6.00 ,---,accessoryStore,genericA,TRUE,TRUE,FALSE,Complete,"An incredibly tall pearly white cowboy hat. [I'm Neal Noxite, owner of the Noxite Vox-Noxesium.]"
TRUE,TRUE,Cosmetic,wardrobe_hat_traffic_cone,Hat,Traffic Cone,wardrobe_hat_traffic_cone.name,wardrobe_hat_traffic_cone.desc,Uncommon,mcc:island_cosmetics.hat.traffic_cone,,"1,406",75, $ 1.50 ,---,parts,aceRace,TRUE,TRUE,FALSE,Complete,[I'm walkin' here]
TRUE,TRUE,Cosmetic,wardrobe_hat_trucker_hat,Hat,Trucker Hat,wardrobe_hat_trucker_hat.name,wardrobe_hat_trucker_hat.desc,Common,mcc:island_cosmetics.hat.trucker_hat,,938,50, $ 1.00 ,---,accessoryStore,genericA,TRUE,TRUE,FALSE,Complete,"Reads ""I <3 MCC."" [Look at my Trucker Hat.]"
TRUE,TRUE,Cosmetic,wardrobe_hat_tv_head,Hat,TV Head,wardrobe_hat_tv_head.name,wardrobe_hat_tv_head.desc,Legendary,mcc:island_cosmetics.hat.tv_head,,"27,000",600, $ 12.00 ,---,accessoryStore,hitw,TRUE,TRUE,FALSE,Complete,A Television set placed upon your head. [Reminds me of something from a comic...]
TRUE,TRUE,Cosmetic,wardrobe_hat_ushanka,Hat,Ushanka,wardrobe_hat_ushanka.name,wardrobe_hat_ushanka.desc,Uncommon,mcc:island_cosmetics.hat.ushanka,,"1,406",75, $ 1.50 ,---,accessoryStore,genericD,TRUE,TRUE,FALSE,Complete,"A brown, furry hat that covers the sides of the head. [Excellent for cold weather.]"
,TRUE,Cosmetic,,Hat,Vanity,,,Rare,,,"3,656",150, $ 3.00 ,---,parts,battleBox,TRUE,TRUE,FALSE,In Progress,It makes your head look bigger. [Well you think you look great. And that's all that really matters.]
TRUE,TRUE,Cosmetic,wardrobe_hat_vr_headset,Hat,VR Headset,wardrobe_hat_vr_headset.name,wardrobe_hat_vr_headset.desc,Epic,mcc:island_cosmetics.hat.vr_headset,,"8,438",300, $ 6.00 ,---,accessoryStore,genericD,TRUE,TRUE,FALSE,Complete,[Enter a new reality]
,,Cosmetic,,Hat,Yellow Yak Helmet,,,Epic,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,"Looks exactly like the Yellow Yak logo, but a 3-dimensional helmet. Yellow Yak Loyalty Reward."
TRUE,,Cosmetic,wardrobe_hat_yellow_yaks_horns,Hat,Yellow Yak Horns,wardrobe_hat_yellow_yaks_horns.name,wardrobe_hat_yellow_yaks_horns.desc,Rare,mcc:island_cosmetics.hat.yellow_yaks_horns,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,Twin yellow yak horns sprout from your head. Yellow Yak Loyalty Reward.
,TRUE,Cosmetic,,Hat,Yellow Yaks' Cap,,,Common,,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,A yellow baseball cap. Yellow Yak Loyalty Reward.
TRUE,,Cosmetic,wardrobe_hat_yellow_yaks_crown,Hat,Yellow Yaks' Crown,wardrobe_hat_yellow_yaks_crown.name,wardrobe_hat_yellow_yaks_crown.desc,Legendary,mcc:island_cosmetics.hat.yellow_yaks_crown,Faction Mastery,---,---, --- ,No Currency,factionReward,none,FALSE,FALSE,FALSE,None,
,,Cosmetic,,Mount,Giant Chicken,,,Rare,,Animal Instinct,"7,313",300, $ 6.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,[It's a giant chicken!]
,,Cosmetic,,Mount,Go Kart,,,Rare,,,"7,313",300, $ 6.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,A gokart that the player can ride around wherver they please. [Be wary of monochromatic shells.]
,,Cosmetic,,Mount,Horsey Stick,,,Epic,,,"14,063",600, $ 12.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,A stuffed animal head attached at the end of a long wooden stick. [Coconuts not included.]
,,Cosmetic,,Mount,Hovercraft,,,Rare,,,"7,313",300, $ 6.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,A blue-white amphibious hovercraft with a black bottom. A large fan behind the player provides propulsion.
,,Cosmetic,,Mount,Long Horse,,,Rare,,Animal Instinct,"7,313",300, $ 6.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,A griaffe. [This isn't what I meant when I said 'golden steed.']
,,Cosmetic,,Mount,Magical Carpet,,,Rare,,Mineshafts and Magic,"7,313",300, $ 6.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,An ornate carpet players can sit upon to ride. It floats in the air! [This blanket seems to have a will of his own.]
,,Cosmetic,,Mount,Pogo Stick,,,Legendary,,,"40,500",900, $ 18.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,"[Need I say more? Bouncy, Bouncy, Bounce.]"
,,Cosmetic,,Mount,Police Scooter,,,Epic,,,"14,063",600, $ 12.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,[Hopefully nobody will notice that your badge is fake.]
,,Cosmetic,,Mount,Shopping Cart,,,Epic,,,"14,063",600, $ 12.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,[You better return this to buildmart you vandal!]
,,Cosmetic,,Mount,Swimming on Air,,,Legendary,,,"40,500",900, $ 18.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,Gives you the swimming on air animation when you are mounted.
,,Cosmetic,,Mount,Tiger,,,Rare,,Animal Instinct,"7,313",300, $ 6.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,[A massive orange kitty!]
,,Cosmetic,,Mount,Unicorn,,,Rare,,Mineshafts and Magic,"7,313",300, $ 6.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,"A white horse with a golden horn which leaves a rainbow trail behind as it walks around. [I know it's a horse, but I can only see a cat...]"
,,Cosmetic,,Mount,Unicycle,,,Epic,,,"14,063",600, $ 12.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,It's half a bicycle for twice the price. [Squeeky! Squeeky!]
,,Cosmetic,,Mount,Wannabe Horse,,,Rare,,Animal Instinct,"7,313",300, $ 6.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,A donkey. [Fit for a king.]
,,Cosmetic,,Mount,Wheelbarrow,,,Legendary,,MC Championship,"40,500",900, $ 18.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,"A wheelbarrow for you to sit in, with a zombie pushing it. [Like a horse with a carrot, but you're the carrot.]"
,,Cosmetic,,Mount,Wheelchair,,,Epic,,,"14,063",600, $ 12.00 ,---,animalStore,,TRUE,TRUE,FALSE,None,[And they said my broken legs were a disadvantage! Hah!]
TRUE,TRUE,Cosmetic,trail_ember,Trail,Ember,trail_ember.name,trail_ember.desc,Uncommon,mcc:island_cosmetics.trails.ember,,"2,813",150, $ 3.00 ,---,particleStore,battleBox,TRUE,TRUE,FALSE,Complete,Red-grey ash trails behind you.
,TRUE,Cosmetic,,Trail,Lord of the Flies,,,Uncommon,,,"2,813",150, $ 3.00 ,---,particleStore,parkourTag,TRUE,TRUE,FALSE,None,Motes of black flies are left in your wake. They slowly disperse.
TRUE,TRUE,Cosmetic,trail_mastermind,Trail,Mastermind,trail_mastermind.name,trail_mastermind.desc,Epic,mcc:island_cosmetics.trails.mastermind,,"16,875",600, $ 12.00 ,---,parts,tgttos,TRUE,TRUE,FALSE,In Progress,"Floating text keeps appearing around the player with maths equations such as 1+1=, E=MC2 and 3.14159"
TRUE,TRUE,Cosmetic,trail_pixie_dust,Trail,Pixie Dust,trail_pixie_dust.name,trail_pixie_dust.desc,Uncommon,mcc:island_cosmetics.trails.pixie_dust,,"2,813",150, $ 3.00 ,---,particleStore,hitw,TRUE,TRUE,FALSE,Complete,Pink puffs of dragon breath trail behind you
,TRUE,Cosmetic,,Trail,Rainbow,,,Uncommon,,,"2,813",150, $ 3.00 ,---,particleStore,skyBattle,TRUE,TRUE,FALSE,None,Multicolored light goes in your wake.
TRUE,TRUE,Cosmetic,trail_shredding_notes,Trail,Shredding Notes,trail_shredding_notes.name,trail_shredding_notes.desc,Epic,mcc:island_cosmetics.trails.shredding_notes,Music Appreciation,"16,875",600, $ 12.00 ,---,particleStore,genericD,TRUE,TRUE,FALSE,Complete,"Whenever you move, rock-n-roll style notes float behind your character and animate briefly. They also float in circles around your character."
,TRUE,Cosmetic,,Trail,Smelly Cloud,,,Rare,,,"7,313",300, $ 6.00 ,---,particleStore,genericC,TRUE,TRUE,FALSE,None,A green-yellow-brown cloud floats around and behind you (honestly like a fart cloud).
,TRUE,Cosmetic,trail_smoke_cloud,Trail,Smoke Cloud,trail_smoke_cloud.name,trail_smoke_cloud.desc,Rare,mcc:island_cosmetics.trails.smoke_cloud,,"7,313",300, $ 6.00 ,---,parts,genericB,TRUE,TRUE,FALSE,Complete,Small puffs of grey smoke sporadically follow your character when in motion.
,TRUE,Cosmetic,,Trail,Speedster,,,Legendary,,,"45,000","1,000", $ 20.00 ,---,particleStore,aceRace,TRUE,TRUE,FALSE,In Progress,"Whenever you move, a transparent copy of you is left behind for 1 second. This makes you look like you're moving super fast!"
,,,,,Ball Mace,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,Baseball Bat,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,Chainsaw,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,Cloudbuster,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,Cricket Club,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,Cthulu's Claw,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,Cutlass,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,Earth Sword,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,Fire Sword,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,Ice Sword,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,Ogre's Club,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
,,,,,Spatula,,,,,,0,,  ,,,,FALSE,FALSE,FALSE,,
